category,dish_name,price,veg_nonveg,image_filename,image_prompt
Indian Bread,Butter Rumali,25.00,Veg,images/dishes/butter-rumali.jpg,"Butter Rumali, stacked on a dark wooden board, warm steam rising, butter melting on top, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Indian Bread,Thandoori Rotti,25.00,Veg,images/dishes/thandoori-rotti.jpg,"Thandoori Rotti, stacked on a dark wooden board, warm steam rising, butter melting on top, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Indian Bread,Butter Rotti,30.00,Veg,images/dishes/butter-rotti.jpg,"Butter Rotti, stacked on a dark wooden board, warm steam rising, butter melting on top, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Indian Bread,Butter Naan,35.00,Veg,images/dishes/butter-naan.jpg,"Butter Naan, stacked on a dark wooden board, warm steam rising, butter melting on top, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Indian Bread,Garlic Naan,40.00,Veg,images/dishes/garlic-naan.jpg,"Garlic Naan, stacked on a dark wooden board, warm steam rising, butter melting on top, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Indian Bread,Lechha Porotta,40.00,Veg,images/dishes/lechha-porotta.jpg,"Lechha Porotta, stacked on a dark wooden board, warm steam rising, butter melting on top, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Indian Bread,Wheet Porotta,20.00,Veg,images/dishes/wheet-porotta.jpg,"Wheet Porotta, stacked on a dark wooden board, warm steam rising, butter melting on top, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Indian Bread,Thandoori Kulcha,30.00,Veg,images/dishes/thandoori-kulcha.jpg,"Thandoori Kulcha, stacked on a dark wooden board, warm steam rising, butter melting on top, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Indian Bread,Paneer Kulcha,50.00,Veg,images/dishes/paneer-kulcha.jpg,"Paneer Kulcha, stacked on a dark wooden board, warm steam rising, butter melting on top, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Shawarma,Rumali Shawarma,120.00,Non-Veg,images/dishes/rumali-shawarma.jpg,"Rumali Shawarma, wrapped shawarma roll on dark paper wrap, cut in half to show filling, dark backdrop, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Shawarma,Mexican Spicy,150.00,Veg,images/dishes/mexican-spicy.jpg,"Mexican Spicy, wrapped shawarma roll on dark paper wrap, cut in half to show filling, dark backdrop, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Shawarma,Shawarma Cheese Roll,160.00,Non-Veg,images/dishes/shawarma-cheese-roll.jpg,"Shawarma Cheese Roll, wrapped shawarma roll on dark paper wrap, cut in half to show filling, dark backdrop, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Shawarma,Full Meat Chicken Shawarma,180.00,Non-Veg,images/dishes/full-meat-chicken-shawarma.jpg,"Full Meat Chicken Shawarma, wrapped shawarma roll on dark paper wrap, cut in half to show filling, dark backdrop, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Shawarma,Shawarma Plate Normal,150.00,Non-Veg,images/dishes/shawarma-plate-normal.jpg,"Shawarma Plate Normal, wrapped shawarma roll on dark paper wrap, cut in half to show filling, dark backdrop, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Shawarma,Full Plate Spicy Meat,200.00,Non-Veg,images/dishes/full-plate-spicy-meat.jpg,"Full Plate Spicy Meat, wrapped shawarma roll on dark paper wrap, cut in half to show filling, dark backdrop, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Meals,Meals Veg,100.00,Veg,images/dishes/meals-veg.jpg,"Meals Veg, traditional Kerala meal spread on a banana leaf, small bowls of curries and rice, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Meals,Meals With Fish Curry,140.00,Non-Veg,images/dishes/meals-with-fish-curry.jpg,"Meals With Fish Curry, traditional Kerala meal spread on a banana leaf, small bowls of curries and rice, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Meals,Chatti Choru,200.00,Veg,images/dishes/chatti-choru.jpg,"Chatti Choru, traditional Kerala meal spread on a banana leaf, small bowls of curries and rice, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Meals,Veg Biriyani,100.00,Veg,images/dishes/veg-biriyani.jpg,"Veg Biriyani, traditional Kerala meal spread on a banana leaf, small bowls of curries and rice, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Meals,Egg Biriyani,120.00,Egg,images/dishes/egg-biriyani.jpg,"Egg Biriyani, traditional Kerala meal spread on a banana leaf, small bowls of curries and rice, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Meals,Chicken Dum Biriyani,160.00,Non-Veg,images/dishes/chicken-dum-biriyani.jpg,"Chicken Dum Biriyani, traditional Kerala meal spread on a banana leaf, small bowls of curries and rice, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Meals,Beef Dum Biriyani,180.00,Non-Veg,images/dishes/beef-dum-biriyani.jpg,"Beef Dum Biriyani, traditional Kerala meal spread on a banana leaf, small bowls of curries and rice, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Meals,Hydarabadi Chicken Dum Biriyani,340.00,Non-Veg,images/dishes/hydarabadi-chicken-dum-biriyani.jpg,"Hydarabadi Chicken Dum Biriyani, traditional Kerala meal spread on a banana leaf, small bowls of curries and rice, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Meals,Ghee Rice,110.00,Veg,images/dishes/ghee-rice.jpg,"Ghee Rice, traditional Kerala meal spread on a banana leaf, small bowls of curries and rice, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Meals,Biriyani Rice,110.00,Veg,images/dishes/biriyani-rice.jpg,"Biriyani Rice, traditional Kerala meal spread on a banana leaf, small bowls of curries and rice, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Meals,White Rice,50.00,Veg,images/dishes/white-rice.jpg,"White Rice, traditional Kerala meal spread on a banana leaf, small bowls of curries and rice, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Meals,Boiled Basumathi Rice,100.00,Veg,images/dishes/boiled-basumathi-rice.jpg,"Boiled Basumathi Rice, traditional Kerala meal spread on a banana leaf, small bowls of curries and rice, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Meals,Veg Pulavu,120.00,Veg,images/dishes/veg-pulavu.jpg,"Veg Pulavu, traditional Kerala meal spread on a banana leaf, small bowls of curries and rice, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Vegetable Curry,Dal Curry,120.00,Veg,images/dishes/dal-curry.jpg,"Dal Curry, served in a brass kadai bowl, garnished with fresh coriander, warm steam visible, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Vegetable Curry,Gobi Masala,130.00,Veg,images/dishes/gobi-masala.jpg,"Gobi Masala, served in a brass kadai bowl, garnished with fresh coriander, warm steam visible, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Vegetable Curry,Gobi Manchurian,170.00,Veg,images/dishes/gobi-manchurian.jpg,"Gobi Manchurian, served in a brass kadai bowl, garnished with fresh coriander, warm steam visible, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Vegetable Curry,Chilli Gobi,190.00,Veg,images/dishes/chilli-gobi.jpg,"Chilli Gobi, served in a brass kadai bowl, garnished with fresh coriander, warm steam visible, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Vegetable Curry,Bhindi Fry,150.00,Veg,images/dishes/bhindi-fry.jpg,"Bhindi Fry, served in a brass kadai bowl, garnished with fresh coriander, warm steam visible, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Vegetable Curry,Veg Makhani,160.00,Veg,images/dishes/veg-makhani.jpg,"Veg Makhani, served in a brass kadai bowl, garnished with fresh coriander, warm steam visible, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Vegetable Curry,Mixed Veg Masala,140.00,Veg,images/dishes/mixed-veg-masala.jpg,"Mixed Veg Masala, served in a brass kadai bowl, garnished with fresh coriander, warm steam visible, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Vegetable Curry,Baby Corn Mushroom,220.00,Veg,images/dishes/baby-corn-mushroom.jpg,"Baby Corn Mushroom, served in a brass kadai bowl, garnished with fresh coriander, warm steam visible, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Vegetable Curry,Paneer Butter Masala,240.00,Veg,images/dishes/paneer-butter-masala.jpg,"Paneer Butter Masala, served in a brass kadai bowl, garnished with fresh coriander, warm steam visible, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Vegetable Curry,Mushroom Masala,190.00,Veg,images/dishes/mushroom-masala.jpg,"Mushroom Masala, served in a brass kadai bowl, garnished with fresh coriander, warm steam visible, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Vegetable Curry,Mushroom Kadai,220.00,Veg,images/dishes/mushroom-kadai.jpg,"Mushroom Kadai, served in a brass kadai bowl, garnished with fresh coriander, warm steam visible, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Vegetable Curry,Aloo Gobi,110.00,Veg,images/dishes/aloo-gobi.jpg,"Aloo Gobi, served in a brass kadai bowl, garnished with fresh coriander, warm steam visible, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Fish Curry,Fish Coconut Curry,160.00,Non-Veg,images/dishes/fish-coconut-curry.jpg,"Fish Coconut Curry, served in a traditional clay pot, garnished with curry leaves and coconut shavings, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Fish Curry,Fish Chilli,260.00,Non-Veg,images/dishes/fish-chilli.jpg,"Fish Chilli, served in a traditional clay pot, garnished with curry leaves and coconut shavings, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Fish Curry,Fish Varutharachathu,190.00,Non-Veg,images/dishes/fish-varutharachathu.jpg,"Fish Varutharachathu, served in a traditional clay pot, garnished with curry leaves and coconut shavings, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Fish Curry,Fish Mulakilittathu,180.00,Non-Veg,images/dishes/fish-mulakilittathu.jpg,"Fish Mulakilittathu, served in a traditional clay pot, garnished with curry leaves and coconut shavings, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Fish Curry,Prawns Masala,220.00,Non-Veg,images/dishes/prawns-masala.jpg,"Prawns Masala, served in a traditional clay pot, garnished with curry leaves and coconut shavings, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Fish Curry,Prawns Roast,210.00,Non-Veg,images/dishes/prawns-roast.jpg,"Prawns Roast, served in a traditional clay pot, garnished with curry leaves and coconut shavings, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Fish Curry,Chilli Prawns,240.00,Non-Veg,images/dishes/chilli-prawns.jpg,"Chilli Prawns, served in a traditional clay pot, garnished with curry leaves and coconut shavings, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Fish Curry,Prawn Fry,260.00,Non-Veg,images/dishes/prawn-fry.jpg,"Prawn Fry, served in a traditional clay pot, garnished with curry leaves and coconut shavings, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Fish Curry,Kanava Masala,290.00,Non-Veg,images/dishes/kanava-masala.jpg,"Kanava Masala, served in a traditional clay pot, garnished with curry leaves and coconut shavings, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Fish Curry,Kanava Roast,260.00,Non-Veg,images/dishes/kanava-roast.jpg,"Kanava Roast, served in a traditional clay pot, garnished with curry leaves and coconut shavings, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Fish Curry,Kanava Fry,270.00,Non-Veg,images/dishes/kanava-fry.jpg,"Kanava Fry, served in a traditional clay pot, garnished with curry leaves and coconut shavings, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Hot Beverages,Tea,20.00,Veg,images/dishes/tea.jpg,"Tea, served in a ceramic cup on a dark saucer, gentle steam rising, warm light, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Hot Beverages,Coffee,25.00,Veg,images/dishes/coffee.jpg,"Coffee, served in a ceramic cup on a dark saucer, gentle steam rising, warm light, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Hot Beverages,Lime Tea,20.00,Veg,images/dishes/lime-tea.jpg,"Lime Tea, served in a ceramic cup on a dark saucer, gentle steam rising, warm light, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Hot Beverages,Ginger Tea,25.00,Veg,images/dishes/ginger-tea.jpg,"Ginger Tea, served in a ceramic cup on a dark saucer, gentle steam rising, warm light, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Hot Beverages,Mint Tea,25.00,Veg,images/dishes/mint-tea.jpg,"Mint Tea, served in a ceramic cup on a dark saucer, gentle steam rising, warm light, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Hot Beverages,Cardamom Tea,25.00,Veg,images/dishes/cardamom-tea.jpg,"Cardamom Tea, served in a ceramic cup on a dark saucer, gentle steam rising, warm light, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Hot Beverages,Boost,30.00,Veg,images/dishes/boost.jpg,"Boost, served in a ceramic cup on a dark saucer, gentle steam rising, warm light, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Hot Beverages,Horlicks,30.00,Veg,images/dishes/horlicks.jpg,"Horlicks, served in a ceramic cup on a dark saucer, gentle steam rising, warm light, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Mojitto,Virgin Mojito,120.00,Veg,images/dishes/virgin-mojito.jpg,"Virgin Mojito, tall glass with fresh mint leaves, lime wedges and ice, condensation on the glass, dark bar backdrop, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Mojitto,Blue Ocean,130.00,Veg,images/dishes/blue-ocean.jpg,"Blue Ocean, tall glass with fresh mint leaves, lime wedges and ice, condensation on the glass, dark bar backdrop, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Mojitto,Water Melon Mojito,120.00,Veg,images/dishes/water-melon-mojito.jpg,"Water Melon Mojito, tall glass with fresh mint leaves, lime wedges and ice, condensation on the glass, dark bar backdrop, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Mojitto,Passion Fruit Mojito,130.00,Veg,images/dishes/passion-fruit-mojito.jpg,"Passion Fruit Mojito, tall glass with fresh mint leaves, lime wedges and ice, condensation on the glass, dark bar backdrop, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Mojitto,Green Apple Mojito,130.00,Veg,images/dishes/green-apple-mojito.jpg,"Green Apple Mojito, tall glass with fresh mint leaves, lime wedges and ice, condensation on the glass, dark bar backdrop, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Mojitto,Spicy Orange Mojito,140.00,Veg,images/dishes/spicy-orange-mojito.jpg,"Spicy Orange Mojito, tall glass with fresh mint leaves, lime wedges and ice, condensation on the glass, dark bar backdrop, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Mojitto,Strawberry Mojito,130.00,Veg,images/dishes/strawberry-mojito.jpg,"Strawberry Mojito, tall glass with fresh mint leaves, lime wedges and ice, condensation on the glass, dark bar backdrop, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Mojitto,Njaval Pazham Mojito,140.00,Veg,images/dishes/njaval-pazham-mojito.jpg,"Njaval Pazham Mojito, tall glass with fresh mint leaves, lime wedges and ice, condensation on the glass, dark bar backdrop, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Mojitto,Mixed Mojito,140.00,Veg,images/dishes/mixed-mojito.jpg,"Mixed Mojito, tall glass with fresh mint leaves, lime wedges and ice, condensation on the glass, dark bar backdrop, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
Cool Beverages,Cold Coffee Normal,60.00,Veg,images/dishes/cold-coffee-normal.jpg,"Cold Coffee Normal, served in a tall glass with ice, dark moody backdrop, condensation droplets, professional restaurant food photography, warm cinematic lighting, dark charcoal-black moody backdrop, shallow depth of field, subtle gold and deep red accent props in frame, steam or garnish detail for freshness, rustic dark ceramic or brass serveware, 45-degree angle, high-end editorial food styling, consistent single-shoot look"
